run,dataset,smoothing,method,label,corr_sigma_ms,trial,start_s,end_s,correlation
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,6,2495.991120999999,2512.388441000003,0.972820856879569
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,7,2697.8365210000047,2714.233840999994,0.8713313672627556
pgas_jG8f_params,jGCaMP8f_ANM471993_cell03,raw,pgas,pgas,100.0,8,2839.852960000004,2856.2502600000007,0.9607348060566933
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,10.0,0,93.70739999999932,111.86805999999342,0.9238071174733652
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,10.0,1,1188.347259000002,1204.7428189999991,0.8725599954451503
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,10.0,2,1409.6599790000037,1426.0557189999963,0.8480970731784304
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,10.0,3,1479.0277789999964,1495.4233190000014,0.8921596140712574
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,10.0,4,1811.9448800000027,1828.3408599999966,0.9328318155535755
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,20.0,0,93.70739999999932,111.86805999999342,0.9522901305138239
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,20.0,1,1188.347259000002,1204.7428189999991,0.9168229432283724
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,20.0,2,1409.6599790000037,1426.0557189999963,0.8915959353597439
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,20.0,3,1479.0277789999964,1495.4233190000014,0.9088992496688301
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,20.0,4,1811.9448800000027,1828.3408599999966,0.9517065136886538
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,30.0,0,93.70739999999932,111.86805999999342,0.9599782487767397
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,30.0,1,1188.347259000002,1204.7428189999991,0.9305865753580272
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,30.0,2,1409.6599790000037,1426.0557189999963,0.9083938577305545
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,30.0,3,1479.0277789999964,1495.4233190000014,0.9128363572944461
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,30.0,4,1811.9448800000027,1828.3408599999966,0.9584900225555865
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,40.0,0,93.70739999999932,111.86805999999342,0.963430788320442
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,40.0,1,1188.347259000002,1204.7428189999991,0.9363249270452618
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,40.0,2,1409.6599790000037,1426.0557189999963,0.9154732698593071
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,40.0,3,1479.0277789999964,1495.4233190000014,0.9153024963780707
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,40.0,4,1811.9448800000027,1828.3408599999966,0.9625267401980669
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,50.0,0,93.70739999999932,111.86805999999342,0.9651413174811345
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,50.0,1,1188.347259000002,1204.7428189999991,0.9387862311660548
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,50.0,2,1409.6599790000037,1426.0557189999963,0.9193406104368155
pgas_jG8f_params,jGCaMP8f_ANM471994_cell01,raw,pgas,pgas,50.0,3,1479.0277789999964,1495.4233190000014,0.9174693301148235
