path,bytes,sha256,role
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_1_mini.mat,567216,2ad045b2b8e323d1ec6acd82aebb84e62321e70d4dbb512f32c7ebfefe36e409,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_2_mini.mat,315028,9f7147ba9e003b0d65e7033426b3e02bec03e2506cb1b8d9a2081af78478920c,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_3_mini.mat,483407,9e911deecde2822bf6fa995cf23f2443c4e2649a906dd6ff9b4d6a33ed4bb82c,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_4_mini.mat,488013,c3b577a7db62a670df6a8f9057ff97dc0af2d87843fbbce04aafba2270a84299,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_5_mini.mat,151448,e2afad50756877dde08d6d77d6f0dbf04a34b82c419c478ba649e2907a866541,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/CAttached_jGCaMP8f_478411_6_mini.mat,261429,bf83d2139aa564345a3046ced3e4304de35e72f98db6da3a8cdad0e30fd77b6e,synthetic_noise_input
reference_inputs/synthetic_noise/gt_noise_dir/gt_noise_test/CAttached_jGCaMP8f_471993_1_mini.mat,435857,60005c37d33dbdce57ebfd2252b111cd25aa6af548cb4b35ffc7672ca354892a,synthetic_noise_input
reference_outputs/paper_summaries/method_series_map.csv,3518,0b20b5e0bd7b572bed3d42dd94996276d3e69ddc748d749871e7dbb35fd675ab,paper_reference_summary_enriched
reference_outputs/paper_summaries/original/trialwise_correlations_jG8f.csv,1824488,19aca55a5263aa0c25dee22ff2d85439d63544bb7e973e240d79b6052e22bc11,paper_reference_summary_original
reference_outputs/paper_summaries/original/trialwise_correlations_jG8f_param_comparison.csv,445196,8b65369d01d880952db87d0fac112e828b6cd6130316998969b9a52e4f5c6751,paper_reference_summary_original
reference_outputs/paper_summaries/original/trialwise_correlations_jG8m.csv,1061472,6f3a02cc282e7d98d1a05d33f99968952e16062c1f41b0a801a6890ee9ad0f29,paper_reference_summary_original
reference_outputs/paper_summaries/trialwise_correlations_jG8f.csv,4457714,dcbef7e0847dc0f5b43577c2f62861ef91a88abfd51842279a28b4a3707869db,paper_reference_summary_enriched
reference_outputs/paper_summaries/trialwise_correlations_jG8f_param_comparison.csv,1544680,38f0a5d6bcce278c1e67e4847c8959a6dda1545c1d960362dc42e3ea0263bd75,paper_reference_summary_enriched
reference_outputs/paper_summaries/trialwise_correlations_jG8m.csv,2658600,ff997ebf4e858ec38d6326cf996d750b8d88a1c094eb42ca1159e59076ee293b,paper_reference_summary_enriched
sample_data/janelia_8f/excitatory/jGCaMP8f_ANM471993_cell01.mat,1577368,4395807cca1d6bc342d1f720169256733ced25b6090a61c4ec1ddbe745d24569,input_sample_data
sample_data/janelia_8f/excitatory/jGCaMP8f_ANM471993_cell02.mat,1890312,cc5230869f2f5d70733a39028c536ff800eae55295f56413144c5826646f72f4,input_sample_data
